id,model_name,eval_method,exact_match,similarity,bleu3,rouge_l,difficulty,project_size,tokens_total,tokens_in,tokens_out,total_cost,processing_time_s
673955933836,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,1.0,1.0,1.0,1.0,easy,medium,35714,34910,804,0.0,38.203
673955933836,openai/gpt-5-nano,agent,0.0,0.2644829759384645,0.0576034598022094,0.4012478485370052,easy,medium,20179,16620,3559,0.002255,59.506
673955933836,openai/gpt-5-nano,bypass7,0.0,0.260410775172503,0.0629717037421502,0.3993579454253612,easy,medium,36310,35356,954,0.002149,55.325
675694727286,groq:qwen/qwen3-32b,agent,0.0,0.7382902063544055,0.7583329893985539,0.7892580791989076,medium,medium,4599,2373,2226,0.002002,14.446
675694727286,groq:qwen/qwen3-32b,bypass7,0.0,0.9918898528857036,0.990476257551514,0.9953863898500576,medium,medium,8457,6688,1769,0.002983,12.382
675694727286,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.5987677605934867,0.5402373899486796,0.7217391304347825,medium,medium,7554,5505,2049,0.0,47.11
675694727286,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9270086759713316,0.919526683770664,0.9602629220197192,medium,medium,13708,12796,912,0.0,23.318
675694727286,openai/gpt-5-nano,agent,0.0,0.9903181189488244,0.9908718847346174,0.996252522340732,medium,medium,8741,5511,3230,0.001568,57.061
675694727286,openai/gpt-5-nano,bypass7,0.0,0.9270086759713316,0.919526683770664,0.9602629220197192,medium,medium,18092,15154,2938,0.001933,94.213
675921593113,groq:qwen/qwen3-32b,agent,0.0,0.6843018773735002,0.7743692276515284,0.7715946610877019,hard,medium,12866,6393,6473,0.005674,135.522
675921593113,groq:qwen/qwen3-32b,bypass7,0.0,0.6089443266967135,0.6228320868200318,0.6319436474272285,hard,medium,39018,32981,6037,0.013127,121.992
675921593113,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.5596256133056011,0.4060712745581643,0.6614599560543271,hard,medium,21141,15444,5697,0.0,390.01800000000003
675921593113,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9963144722549533,0.9954744688038769,0.9967108018938312,hard,medium,62877,58528,4349,0.0,306.69
675921593113,openai/gpt-5-nano,agent,0.0,0.9420002043119355,0.9754254613768133,0.9662560479561222,hard,medium,26069,15432,10637,0.005026,533.0459999999999
675921593113,openai/gpt-5-nano,bypass7,0.0,0.6089443266967135,0.6228320868200318,0.6319436474272285,hard,medium,78099,71126,6973,0.006346,500.058
676178025892,groq:qwen/qwen3-32b,agent,0.0,0.4430937205582926,0.4530897588989008,0.4453611982564975,hard,medium,40599,8234,32365,0.021483000000000002,357.794
676178025892,groq:qwen/qwen3-32b,bypass7,0.0,0.8779402066015718,0.9120962372188861,0.9344603700262407,hard,medium,32883,27630,5253,0.011112,65.29
676178025892,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.2368822205543782,0.03854082513764015,0.428657430187131,hard,medium,27240,23144,4096,0.0,191.222
676178025892,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.8779402066015718,0.9120962372188866,0.9344603700262407,hard,medium,67703,64037,3666,0.0,187.074
676178025892,openai/gpt-5-nano,agent,0.0,0.8537761032478295,0.9592356086200475,0.9104023042508413,hard,medium,38910,23136,15774,0.007466,373.95
676178025892,openai/gpt-5-nano,bypass7,0.0,0.9631049056096754,0.9634017093219084,0.9816293087751914,hard,medium,92572,81617,10955,0.008463,387.804
676305500203,groq:qwen/qwen3-32b,agent,0.0,0.6290741906351769,0.6388917058839259,0.7205673758865248,easy,medium,6852,2848,4004,0.003188,35.645
676305500203,groq:qwen/qwen3-32b,bypass7,0.0,0.9925020586833097,0.9932340867587102,0.9966041108132262,easy,medium,10927,8003,2924,0.004046,29.905
676305500203,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.4051488753088025,0.2343350484444205,0.5807422266800402,easy,medium,8687,6639,2048,0.0,46.658
676305500203,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9925020586833097,0.9932340867587092,0.9966041108132262,easy,medium,15923,15024,899,0.0,23.612
676305500203,openai/gpt-5-nano,agent,0.0,0.9711379529561348,0.979012837517092,0.9835892006352568,easy,medium,11704,6635,5069,0.002359,81.825
676305500203,openai/gpt-5-nano,bypass7,0.0,0.9800632774238288,0.9908847042522446,0.9860114777618364,easy,medium,20384,17548,2836,0.002012,77.269
676470357278,groq:qwen/qwen3-32b,agent,0.0,0.0353639336320698,0.0318468731297424,0.0404463040446304,medium,medium,4499,3185,1314,0.001699,8.127
676470357278,groq:qwen/qwen3-32b,bypass7,1.0,0.9965870307167236,1.0,1.0,medium,medium,10463,8348,2115,0.003669,10.931
676470357278,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.0307152726113295,0.0247465527865131,0.0469314079422382,medium,medium,9349,7301,2048,0.0,46.847
676470357278,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.0221362229102166,0.0101471320933546,0.0184940554821664,medium,medium,18224,16852,1372,0.0,32.504
676470357278,openai/gpt-5-nano,agent,0.0,0.0219428571428571,0.0175068654965283,0.0337662337662337,medium,medium,10199,7297,2902,0.001526,59.267
676470357278,openai/gpt-5-nano,bypass7,1.0,0.9965870307167236,1.0,1.0,medium,medium,18470,17148,1322,0.001386,62.541
67700861937,groq:qwen/qwen3-32b,agent,0.0,0.9353795696096784,0.952310283308499,0.960705015995654,easy,medium,11549,5970,5579,0.005023,135.686
67700861937,groq:qwen/qwen3-32b,bypass7,0.0,0.9873247299116672,0.9849196435172344,0.9933891582194798,easy,medium,17461,14026,3435,0.006094,48.961
67700861937,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.1401339769480839,0.0015659654683177,0.2571428571428572,easy,medium,19305,17257,2048,0.0,50.828
67700861937,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9873247299116672,0.9849196435172344,0.9933891582194798,easy,medium,40075,37722,2353,0.0,75.936
67700861937,openai/gpt-5-nano,agent,0.0,0.977424227498112,0.992368160359355,0.9890398947829898,easy,medium,31887,17253,14634,0.006716,135.992
67700861937,openai/gpt-5-nano,bypass7,0.0,0.9873247299116672,0.9849196435172344,0.9933891582194798,easy,medium,38818,37174,1644,0.002516,107.085
678159727248,groq:qwen/qwen3-32b,agent,0.0,0.5962248740865379,0.6138450168055365,0.6907876955713013,hard,large,38334,23879,14455,0.015453999999999999,742.928
678159727248,groq:qwen/qwen3-32b,bypass7,0.0,0.8893303870356895,0.8980515152411622,0.9321632874338357,hard,large,161447,146332,15115,0.051352999999999996,875.052
678159727248,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.35679797612253317,0.25332753594386825,0.4652817642835095,hard,large,70433,63114,7319,0.0,697.54
678159727248,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9708998506860052,0.973133264542135,0.9801032009937074,hard,large,242518,233714,8804,0.0,1072.588
678159727248,openai/gpt-5-nano,agent,0.0,0.8278395454552698,0.8409033001670317,0.8969657130848716,hard,large,100717,63098,37619,0.018202,1910.232
678159727248,openai/gpt-5-nano,bypass7,0.0,0.9708998506860052,0.9731332645421352,0.9801032009937074,hard,large,603271,532626,70645,0.054889,1413.26
678168735747,groq:qwen/qwen3-32b,agent,0.0,0.42171940600812574,0.4549971247740243,0.5224907329383439,hard,large,7953,2589,5364,0.003916,57.284
678168735747,groq:qwen/qwen3-32b,bypass7,0.0,0.9840647356418459,0.9996366938466648,0.9998207242739332,hard,large,15509,11278,4231,0.0057669999999999996,31.67
678168735747,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.7254143184027398,0.7408302645827883,0.8293803018430825,hard,large,9613,6452,3161,0.0,143.098
678168735747,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9840647356418459,0.9996366938466648,0.9998207242739332,hard,large,25978,22874,3104,0.0,142.226
678168735747,openai/gpt-5-nano,agent,0.0,0.9562475327098502,0.9804201373875291,0.9860192990795732,hard,large,10621,6444,4177,0.001993,297.458
678168735747,openai/gpt-5-nano,bypass7,0.0,0.9840647356418459,0.9996366938466648,0.9998207242739332,hard,large,23370,21208,2162,0.0019260000000000002,259.958
67875628440,groq:qwen/qwen3-32b,agent,0.0,0.4511930470586363,0.4005116927448759,0.568818085978681,medium,large,21032,14345,6687,0.008105,188.359
67875628440,groq:qwen/qwen3-32b,bypass7,0.0,0.9373365098399188,0.9576627930473168,0.9648407819299578,medium,large,36169,33128,3041,0.011401,236.569
67875628440,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.0452758307820467,1.3771707492913908e-08,0.0621539253981199,medium,large,43497,41448,2049,0.0,61.915
67875628440,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9373365098399188,0.9576627930473168,0.9648407819299578,medium,large,89860,86803,3057,0.0,243.253
67875628440,openai/gpt-5-nano,agent,0.0,0.9203361861758292,0.9433818629212,0.9500462962962964,medium,large,76414,41444,34970,0.01606,437.009
67875628440,openai/gpt-5-nano,bypass7,0.0,0.9826441764340706,0.9819619172699148,0.991096841769702,medium,large,110499,99526,10973,0.009366,268.831
679116021620,groq:qwen/qwen3-32b,agent,0.0,0.8408736761482186,0.8623830779985543,0.8866574083965388,easy,medium,6786,3297,3489,0.003015,33.178
679116021620,groq:qwen/qwen3-32b,bypass7,1.0,1.0,1.0,1.0,easy,medium,10438,8334,2104,0.003658,30.423
679116021620,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.2204388714733542,0.0610989669002949,0.3717357910906297,easy,medium,11735,9686,2049,0.0,50.145
679116021620,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,1.0,1.0,1.0,1.0,easy,medium,22946,21584,1362,0.0,37.876
679116021620,openai/gpt-5-nano,agent,0.0,0.9858934169278996,0.9971338564951728,0.9924178601516428,easy,medium,17571,9688,7883,0.003638,74.487
679116021620,openai/gpt-5-nano,bypass7,0.0,0.9521630094043888,0.9502699842360812,0.9736842105263156,easy,medium,25523,22952,2571,0.002176,84.955
681031903022,groq:qwen/qwen3-32b,agent,0.0,0.4842837512882171,0.4374090178480107,0.558693733451015,medium,medium,2374,1001,1373,0.0011,7.932
681031903022,groq:qwen/qwen3-32b,bypass7,0.0,0.977582341783066,0.966521143030836,0.9857369255150557,medium,medium,5988,3779,2209,0.002399,10.985
681031903022,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.4912916020003449,0.9086304106079488,0.4894991922455574,medium,medium,3268,2231,1037,0.0,24.816
681031903022,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.977582341783066,0.966521143030836,0.9857369255150557,medium,medium,7368,6349,1019,0.0,24.612
681031903022,openai/gpt-5-nano,agent,0.0,0.993102259010174,0.9988048987717388,0.9937402190923318,medium,medium,3317,2227,1090,0.000547,28.768
681031903022,openai/gpt-5-nano,bypass7,0.0,0.977582341783066,0.966521143030836,0.9857369255150557,medium,medium,7555,6495,1060,0.000749,76.66
681409393008,groq:qwen/qwen3-32b,agent,0.0,0.4096210229123683,0.575047741519597,0.5705947469055047,easy,large,8248,3531,4717,0.003807,44.523
681409393008,groq:qwen/qwen3-32b,bypass7,0.0,0.8612048375478637,0.8534585316726867,0.924082140634723,easy,large,11653,9340,2313,0.004073,16.742
681409393008,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.303976949615195,0.186419824999976,0.5064742092973891,easy,large,10268,8221,2047,0.0,47.977
681409393008,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.8612048375478637,0.8534585316726867,0.924082140634723,easy,large,20884,19038,1846,0.0,44.97
681409393008,openai/gpt-5-nano,agent,0.0,0.7584259013534519,0.748066309412977,0.8656280428432327,easy,large,12645,8217,4428,0.002182,54.707
681409393008,openai/gpt-5-nano,bypass7,0.0,0.9176176214125944,0.9260475261490748,0.9627843905378936,easy,large,27791,22918,4873,0.003095,80.685
681966318271,groq:qwen/qwen3-32b,agent,0.0,0.4614489863742107,0.458788899784038,0.555729984301413,easy,medium,1262,487,775,0.000598,5.379
681966318271,groq:qwen/qwen3-32b,bypass7,1.0,1.0,1.0,1.0,easy,medium,5324,2555,2769,0.002375,10.89
681966318271,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.9264039065224974,0.8739403419674043,0.9327731092436976,easy,medium,1749,1117,632,0.0,16.053
681966318271,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,1.0,1.0,1.0,1.0,easy,medium,3874,3490,384,0.0,10.963
681966318271,openai/gpt-5-nano,agent,0.0,0.9900107028184087,0.981279220505253,0.9943820224719102,easy,medium,1708,1113,595,0.000294,23.233
681966318271,openai/gpt-5-nano,bypass7,1.0,1.0,1.0,1.0,easy,medium,4627,3949,678,0.000469,25.64
682086026826,groq:qwen/qwen3-32b,agent,0.0,0.7464772597090159,0.77831789884388,0.7952494061757719,easy,large,1451,635,816,0.000666,7.17
682086026826,groq:qwen/qwen3-32b,bypass7,1.0,1.0,1.0,1.0,easy,large,3758,2329,1429,0.001519,8.063
682086026826,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.9670144216017184,0.9724650457800096,0.9766606822262118,easy,large,4512,2463,2049,0.0,45.433
682086026826,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,1.0,1.0,1.0,1.0,easy,large,6162,5962,200,0.0,5.608
682086026826,openai/gpt-5-nano,agent,1.0,0.9998465787051244,1.0,1.0,easy,large,4521,2460,2061,0.000947,37.334
682086026826,openai/gpt-5-nano,bypass7,0.0,0.9998465787051244,0.9987503898114516,0.998805256869773,easy,large,6602,6213,389,0.000466,21.688
682118651221,groq:qwen/qwen3-32b,agent,0.0,0.870096245849046,0.8952945119545842,0.9034499875899726,medium,medium,5460,3784,1676,0.002086,16.229
682118651221,groq:qwen/qwen3-32b,bypass7,1.0,1.0,1.0,1.0,medium,medium,10691,9188,1503,0.003551,10.896
682118651221,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.5812197483059052,0.5316421321573463,0.7417712928401765,medium,medium,11400,9351,2049,0.0,46.876
682118651221,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,1.0,1.0,1.0,1.0,medium,medium,24200,21876,2324,0.0,54.057
682118651221,openai/gpt-5-nano,agent,0.0,0.9756113256113256,0.9954688824586878,0.9887578831916644,medium,medium,12724,9347,3377,0.001818,95.141
682118651221,openai/gpt-5-nano,bypass7,0.0,0.9989674088415618,0.9983982439893282,0.99945085118067,medium,medium,26022,22838,3184,0.002416,103.557
682265236254,groq:qwen/qwen3-32b,agent,0.0,0.7040114063228318,0.9374393156515924,0.8033872543697752,easy,medium,8090,4745,3345,0.00335,32.997
682265236254,groq:qwen/qwen3-32b,bypass7,0.0,0.9772804244750508,0.9839768214906884,0.9861906365779723,easy,medium,14014,11938,2076,0.004687,27.381
682265236254,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.2269417475728155,0.0316746057564254,0.3609668755595345,easy,medium,13810,11762,2048,0.0,47.763
682265236254,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9772804244750508,0.9839768214906884,0.9861906365779723,easy,medium,28882,26624,2258,0.0,59.302
682265236254,openai/gpt-5-nano,agent,0.0,0.8790076766764506,0.9165994493396944,0.927512737378416,easy,medium,19435,11764,7671,0.003657,66.374
682265236254,openai/gpt-5-nano,bypass7,0.0,0.8371528561752088,0.8474601337917678,0.919377990430622,easy,medium,37882,31731,6151,0.004047,89.767
682534940583,groq:qwen/qwen3-32b,agent,0.0,0.7911329063250601,0.777762524353176,0.8371918408209236,easy,medium,7140,3342,3798,0.00321,32.446
682534940583,groq:qwen/qwen3-32b,bypass7,0.0,0.9618774722023234,0.9842800181152944,0.9834074074074074,easy,medium,10381,8474,1907,0.003583,19.125
682534940583,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.2681823852295409,0.1481289562230883,0.4268722466960352,easy,medium,9097,7049,2048,0.0,49.027
682534940583,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9618774722023234,0.9842800181152944,0.9834074074074074,easy,medium,19566,17260,2306,0.0,57.476
682534940583,openai/gpt-5-nano,agent,0.0,0.892633277477813,0.975491151944458,0.9481327800829876,easy,medium,12883,7045,5838,0.002687,75.678
682534940583,openai/gpt-5-nano,bypass7,0.0,0.9618774722023234,0.9842800181152944,0.9834074074074074,easy,medium,18502,16851,1651,0.001503,66.853
682745660010,groq:qwen/qwen3-32b,agent,0.0,0.880802944837266,0.8906464094112156,0.9076093769587564,medium,medium,8205,4749,3456,0.003416,33.504
682745660010,groq:qwen/qwen3-32b,bypass7,0.0,0.5654190228285911,0.5614646851609406,0.6944070080862533,medium,medium,13805,11721,2084,0.004629,18.881
682745660010,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.272925829518595,0.0856938234315957,0.4366530436653043,medium,medium,13651,11603,2048,0.0,49.107
682745660010,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.5654190228285911,0.5614646851609406,0.6944070080862533,medium,medium,27378,25604,1774,0.0,44.387
682745660010,openai/gpt-5-nano,agent,0.0,0.6206803698052239,0.6302291350776573,0.735971456373662,medium,medium,16696,11599,5097,0.002619,62.25
682745660010,openai/gpt-5-nano,bypass7,0.0,0.5654190228285911,0.5614646851609406,0.6944070080862533,medium,medium,27231,25910,1321,0.001824,46.636
683186904631,groq:qwen/qwen3-32b,agent,0.0,0.7690486922642152,0.7739843611358257,0.8399585723522529,hard,large,11156,5016,6140,0.005077,108.414
683186904631,groq:qwen/qwen3-32b,bypass7,0.0,0.982724183094154,0.9885114786140416,0.9899562382698807,hard,large,19589,16239,3350,0.006686,51.34
683186904631,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.4075737945034183,0.24975842201897597,0.5939218355829036,hard,large,15967,11869,4098,0.0,187.83
683186904631,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9898986978038964,0.9896474215874334,0.994952264652997,hard,large,30934,29651,1283,0.0,73.184
683186904631,openai/gpt-5-nano,agent,0.0,0.9827917707739025,0.9881295522713591,0.9899015532982601,hard,large,21937,11861,10076,0.004624,190.268
683186904631,openai/gpt-5-nano,bypass7,0.0,0.982724183094154,0.9885114786140416,0.9899562382698807,hard,large,36734,33659,3075,0.002913,176.798
683978809180,groq:qwen/qwen3-32b,agent,0.0,0.9386157287600332,0.9529976481857662,0.9570517891210274,easy,medium,14102,7020,7082,0.006214,103.757
683978809180,groq:qwen/qwen3-32b,bypass7,0.0,0.9983004329302604,0.997244991542593,0.9990358657925184,easy,medium,17409,15741,1668,0.005549,68.548
683978809180,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.0969671914654172,0.0001264561448685,0.2049421116295144,easy,medium,21966,19918,2048,0.0,55.795
683978809180,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9983004329302604,0.997244991542593,0.9990358657925184,easy,medium,42520,41606,914,0.0,64.185
683978809180,openai/gpt-5-nano,agent,0.0,0.991467009209666,0.9974587230577332,0.9951876804619828,easy,medium,38307,19914,18393,0.008353,169.222
683978809180,openai/gpt-5-nano,bypass7,0.0,0.9979444425305176,0.9996458856167356,0.9988921535571504,easy,medium,43665,42209,1456,0.002693,118.726
68445643984,groq:qwen/qwen3-32b,agent,0.0,0.5877294367748956,0.6037625108699998,0.6424256467703013,hard,medium,9608,4363,5245,0.004359,81.618
68445643984,groq:qwen/qwen3-32b,bypass7,0.0,0.9286486688737253,0.9302541262782755,0.9583142162071946,hard,medium,27562,21006,6556,0.00996,61.119
68445643984,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.719115384897418,0.6864568056857925,0.819558805126881,hard,medium,13499,9119,4380,0.0,310.437
68445643984,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9286486688737253,0.9302541262782755,0.9583142162071946,hard,medium,39310,36215,3095,0.0,224.088
68445643984,openai/gpt-5-nano,agent,0.0,0.9614657385275045,0.9647046019109569,0.9762654957946558,hard,medium,16004,9107,6897,0.003214,310.335
68445643984,openai/gpt-5-nano,bypass7,0.0,0.9929793854531311,0.9924838239322264,0.9950062421972534,hard,medium,45186,40784,4402,0.003799,473.451
684591616730,groq:qwen/qwen3-32b,agent,0.0,0.5623007438894793,0.5972707701366058,0.6902077151335313,easy,medium,2794,1112,1682,0.001315,11.753
684591616730,groq:qwen/qwen3-32b,bypass7,0.0,0.9414542020774316,0.9355943624636436,0.973521624007061,easy,medium,5657,3820,1837,0.002192,8.888
684591616730,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.9404059476044372,0.9811410030811978,0.9758620689655172,easy,medium,4715,2666,2049,0.0,46.004
684591616730,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9984655335221908,0.9972943165218168,0.999140154772141,easy,medium,7022,6596,426,0.0,11.671
684591616730,openai/gpt-5-nano,agent,0.0,0.9996458923512748,0.9993988689947788,1.0,easy,medium,4732,2663,2069,0.000961,43.192
684591616730,openai/gpt-5-nano,bypass7,0.0,0.9414542020774316,0.9355943624636436,0.973521624007061,easy,medium,8152,7296,856,0.000707,28.532
684724335353,groq:qwen/qwen3-32b,agent,0.0,0.3673942058959371,0.3757116059607726,0.5220524683351282,hard,medium,16099,10005,6094,0.006497,155.876
684724335353,groq:qwen/qwen3-32b,bypass7,0.0,0.8880961792504671,0.8724206798203249,0.9366221454939752,hard,medium,34904,30419,4485,0.011468,123.854
684724335353,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.3287842661264985,0.31256966590589386,0.4683087491848226,hard,medium,28141,24909,3232,0.0,154.126
684724335353,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9690406216495672,0.9680309213396943,0.9790474636710054,hard,medium,67198,64588,2610,0.0,189.846
684724335353,openai/gpt-5-nano,agent,0.0,0.9231909881974728,0.9400798149741478,0.956638850744692,hard,medium,41063,24901,16162,0.00771,342.43
684724335353,openai/gpt-5-nano,bypass7,0.0,0.8880961792504671,0.8724206798203249,0.9366221454939752,hard,medium,76118,70966,5152,0.005609,314.988
685746166380,groq:qwen/qwen3-32b,agent,0.0,0.6310094084327874,0.6338544512959915,0.6992493415028966,hard,medium,22514,9954,12560,0.010297,388.59000000000003
685746166380,groq:qwen/qwen3-32b,bypass7,0.0,0.9977651527138939,0.9865954927786806,0.9962998074066146,hard,medium,71199,63427,7772,0.022979,202.625
685746166380,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.44153422327594577,0.3260062480060131,0.5392364576705655,hard,medium,31608,23827,7781,0.0,947.64
685746166380,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9977651527138939,0.9865954927786804,0.9962998074066146,hard,medium,127792,120517,7275,0.0,858.8
685746166380,openai/gpt-5-nano,agent,0.0,0.9864010595406618,0.984925614876113,0.9920916681961357,hard,medium,41205,23807,17398,0.008149,1193.42
685746166380,openai/gpt-5-nano,bypass7,1.0,1.0,1.0,1.0,hard,medium,149359,138787,10572,0.011167999999999999,1318.1999999999998
685822732477,groq:qwen/qwen3-32b,agent,0.0,0.8059689770272924,0.7960121461744443,0.8524773723989924,medium,medium,9019,4426,4593,0.003993,383.633
685822732477,groq:qwen/qwen3-32b,bypass7,0.0,0.998733190411226,0.9976285932668802,0.9979182644899748,medium,medium,12526,10568,1958,0.00422,22.708
685822732477,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.1686562073669849,0.0402364555418118,0.190886257624686,medium,medium,12221,10172,2049,0.0,48.402
685822732477,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.976076788150458,0.980426444554008,0.9865934065934068,medium,medium,23755,22479,1276,0.0,37.093
685822732477,openai/gpt-5-nano,agent,0.0,0.98862840725271,0.9894578557698442,0.9941137998691956,medium,medium,17939,10168,7771,0.003617,208.804
685822732477,openai/gpt-5-nano,bypass7,0.0,0.998733190411226,0.9976285932668802,0.9979182644899748,medium,medium,25509,23448,2061,0.001997,53.61
686621871815,groq:qwen/qwen3-32b,agent,0.0,0.3185425282217503,0.4351744225466059,0.4682511528910961,medium,large,4884,1760,3124,0.002354,19.461
686621871815,groq:qwen/qwen3-32b,bypass7,0.0,0.9902054260206292,0.992549812406802,0.995159728944821,medium,large,8948,6289,2659,0.003393,16.465
686621871815,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.5905381944444444,0.6088395309452643,0.7505634861006761,medium,large,6605,4556,2049,0.0,48.58
686621871815,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9902054260206292,0.992549812406802,0.995159728944821,medium,large,11454,10717,737,0.0,24.914
686621871815,openai/gpt-5-nano,agent,0.0,0.5056423611111112,0.9308758225489068,0.7205254515599343,medium,large,7265,4553,2712,0.001312,74.938
686621871815,openai/gpt-5-nano,bypass7,0.0,0.63515625,0.5787791656531273,0.7781225756400311,medium,large,15866,13175,2691,0.001735,72.659
687483646375,groq:qwen/qwen3-32b,agent,0.0,0.3964876033057851,0.4018505016593375,0.486573734409391,medium,medium,6333,2391,3942,0.003019,22.285
687483646375,groq:qwen/qwen3-32b,bypass7,0.0,0.9924279263633206,0.9925540181496882,0.9965014577259476,medium,medium,8401,6406,1995,0.003035,12.366
687483646375,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.6121569989579716,0.5686892121198994,0.7642907551164432,medium,medium,7820,5774,2046,0.0,47.695
687483646375,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9144147273358804,0.9267647513407938,0.9490616621983914,medium,medium,15467,13939,1528,0.0,36.66
687483646375,openai/gpt-5-nano,agent,0.0,0.9439946018893388,0.9507601753717886,0.9666761606379948,medium,medium,9025,5770,3255,0.00159,109.571
687483646375,openai/gpt-5-nano,bypass7,0.0,0.9924279263633206,0.9925540181496882,0.9965014577259476,medium,medium,20880,16729,4151,0.002497,111.609
687752280743,groq:qwen/qwen3-32b,agent,0.0,0.5768540255496934,0.6335042490606604,0.6879464753361277,hard,large,27139,18220,8919,0.010546,307.042
687752280743,groq:qwen/qwen3-32b,bypass7,0.0,0.9680101745235439,0.9613087287995556,0.9796853192400024,hard,large,62871,55790,7081,0.020357,341.442
687752280743,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.33064532622949955,0.45681561761029704,0.4059456328112207,hard,large,50298,46201,4097,0.0,209.26
687752280743,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9680101745235439,0.9613087287995561,0.9796853192400024,hard,large,118298,113881,4417,0.0,359.318
687752280743,openai/gpt-5-nano,agent,0.0,0.8327783237984316,0.9066753023029287,0.8961964151990618,hard,large,80062,46196,33866,0.015856,816.324
687752280743,openai/gpt-5-nano,bypass7,0.0,0.8464989154119393,0.8582627690749915,0.9053704914630037,hard,large,141178,131395,9783,0.010483,555.952
689000219681,groq:qwen/qwen3-32b,agent,0.0,0.6534524160593167,0.7037008272729003,0.728744939271255,medium,medium,4775,2715,2060,0.002003,16.551
689000219681,groq:qwen/qwen3-32b,bypass7,0.0,0.9956070989281322,1.0,1.0,medium,medium,11129,8182,2947,0.004112,16.188
689000219681,local:meta-llama/Llama-3.1-8B-Instruct,agent,0.0,0.5457740291688631,0.4958238418234307,0.7001044932079415,medium,medium,9229,7184,2045,0.0,46.943
689000219681,local:meta-llama/Llama-3.1-8B-Instruct,bypass7,0.0,0.9956070989281322,1.0,1.0,medium,medium,19032,17034,1998,0.0,46.722
689000219681,openai/gpt-5-nano,agent,0.0,0.944239442394424,0.9863141521209132,0.9712707182320444,medium,medium,10633,7180,3453,0.00174,65.958
